name,dialogue,season,episode
ross,Dude. you are married to my sister.,10,11
chandler,"you are right, by saying ""nice"" I'm virtually licking her.",10,11
ross,"Hey, I hear she's single again, d'you think I should ask her out?",10,11
chandler,Are you asking permission to break the pact?,10,11
ross,Yes please.,10,11
ross,"Hey. Hey, check out the flyers for the band. I made them on a Macintosh in the computer room!",10,11
chandler,"Awesome, the name really stands out.",10,11
ross,"Thanks to a little something called ""Helvetica Bold 24 point""!",10,11
chandler,"Man, we're going to rock that Asian student union!",10,11
missy,Hey guys!,10,11
chandler,Hey!,10,11
ross,"Hey, Missy...",10,11
chandler,"You know, our band is playing on Friday.",10,11
ross,"Yeah, yeah. You should come check us out. We're called ""Way! No Way!"".",10,11
missy,No way!,10,11
chandler,Way!,10,11
missy,Right. I'll be there.,10,11
chandler,Fresh!,10,11
ross,Boss!,10,11
chandler,Mint!,10,11
ross,She's gone.,10,11
chandler,"I know it. You know, I'm totally going to ask her out.",10,11
ross,"Dude, I was going to ask her out.",10,11
chandler,"I said it first, bro.",10,11
ross,"Well, I thought it first, Holmes.",10,11
chandler,"Look, if you did...",10,11
ross,"Whoa! Wait... What are we doing? What we have is too important to mess it up over some girl. I mean, we can get laid anytime we want.",10,11
chandler,Totally. I had sex in High school...,10,11
ross,Me too. I'm good at it.,10,11
chandler,"All right, I'd say we make a pact. Neither of us will go out with Missy Goldberg.",10,11
ross,You got it.,10,11
chandler,"All right, so that is Missy Goldberg, Phoebe Cates and Molly Ringwald, who neither of us can go out with.",10,11
ross,Those are the pacts!,10,11
chandler,"Oh, and Sheena Easton. But we probably couldn't get her anyway.",10,11
ross,"Oh, oh... maybe not you!",10,11
chandler,"Well, I officially give you permission to break the pact.",10,11
ross,"Thank you.  All right, here I go. Hey, remember how scary it used to be going up to girls in college?",10,11
chandler,Your hands are shaking.,10,11
ross,"I know, and I can't stop sweating.",10,11
voice,Five! Four! Three! Applause!,10,11
donny osmond,"Yeah! Welcome, it is Soap Opera week here on Pyramid, let's meet our contestants. First, Gene Lester is a database specialist, he's going to be playing with ""Days of Our Life's"" star Joey Tribbiani!",10,11
joey,"I know it could be intimidating for regular people to be around celebrities but... relax, I'm just like you!  Only better looking and richer.",10,11
donny,"...should be playing with the star of ""General Hospital"" Leslie Charleson.  Welcome everybody. Good luck to all of you. Let's play Pyramid. All right? Now... we flipped a coin before the show, Gene, you won the toss, so you are going to start. Which category would you like?",10,11
gene,"I'll take ""You crossed the line"".",10,11
donny,"You crossed the line. Joey, describe for Gene these things that have lines. Give me 20 seconds on the clock, please. Ready, go!",10,11
joey,"Uhm... ok. It's a store, like a supermarket.  Oh! I see-I see what I did. Yeah, ok, ok, uhm... I'm writing in my...",10,11
gene,Diary.,10,11
joey,"No,  more like a notebook... Damn it!",10,11
gene,Cafeteria.,10,11
joey,Yeah! But that is not what they're looking for.  OOOH!,10,11
phoebe,Thank you so much for this.,10,11
rachel,"Oh, d'you like it?",10,11
phoebe,"Oh my God, it's all so elegant! When's the dirty stuff starting?",10,11
rachel,What?,10,11
phoebe,"You know, the strippers, and the guys dancing, and you know, pee-pee's flying about.",10,11
rachel,"Pheebs, I... there isn't going to be any flying about! We actually thought we were a little too mature for stuff like that.",10,11
phoebe,"Oh, ok. I see what you are doing, that is fine. This is all there is, just tea, uh, ok.  Hmm... raunchy!",10,11
rachel,"Seriously Pheebs, it's not going to be that kind of a party.",10,11
phoebe,"Really? So this is... this is my big send off in the married life? Rachel this is the only bachelorette party I'm ever going to have! I've got a big wad of ones in my purse! Really? I mean, really? It's just tea?",10,11
rachel,"No! Phoebe, of course there is more! I mean, I'll just go and talk to Monica and get an ETA on the pee-pee's!",10,11
donny,"Now Gene I must remind you, you need all six of these to stay in the game, all right? Describe for Joey things you find in your refrigerator.",10,11
joey,"Ahaha, he might as well just give us the points.",10,11
donny,Give me twenty seconds on the clock. Ready? Go!,10,11
gene,You put this in your coffee.,10,11
joey,A spoon. Your hands. Your face!,10,11
gene,It's white!,10,11
joey,"Paper, snow, a ghost!",10,11
gene,It's heavier then milk!,10,11
joey,"A rock, a dog, the earth.",10,11
gene,Pass!,10,11
gene,You put this on a sandwich.,10,11
joey,"Salami, anchovies, jam!",10,11
gene,It's white!,10,11
joey,"Paper, snow, a ghost!",10,11
gene,It's made from eggs!,10,11
joey,Chickens?,10,11
gene,Pass!,10,11
joey,Oh!,10,11
gene,You put this on a hamburger!,10,11
joey,Ketchup!,10,11
gene,Yes!,10,11
joey,Relish!,10,11
gene,Stop!,10,11
joey,Oh.,10,11
donny,"Oh, time's up! Joey! You were, uh, almost on a roll there...",10,11
joey,Yeah...,10,11
donny,"Uh, Gene, you are going to have a chance to go to the winner circle in the second half. But right now Henrietta you are going to the winner circle to try your luck for ten thousand dollars, right after this, don't go away.",10,11
stage manager,And we're out!,10,11
joey,"Oh, so we didn't win, but it's fun to play the game, right?",10,11
gene,"Hey! I got a kid starting college. I've to get surgery on my knee, you just lost me ten grand!",10,11
joey,"Oh, wow! I'm so sorry, ok? I promise, we'll do better next time!",10,11
gene,"Well, I will, because I won't be playing with you.",10,11
joey,"Hey, you know, some of those are pretty hard! Like why would there be a ghost in my fridge? . Yeah!",10,11
ross,"So, Saturday night!",10,11
missy,I'd love to!,10,11
ross,Great!,10,11
missy,So how come it took you so long to ask me out?,10,11
ross,"Oh, well, uh, this is going to sound kind of silly, but, do you remember my roommate Chandler Bing?",10,11
missy,"Sure, he was in your ""band""?",10,11
ross,It's been sixteen years but the air quotes still hurt.,10,11
missy,Sorry.,10,11
ross,"that is ok. Uh, anyway, well he and I both really liked you a lot, uhm, but we didn't want anything to jeopardize our friendship, so we kind of made a pact, that neither of us could ask you out!",10,11
missy,Really?,10,11
ross,"Yeah, why?",10,11
missy,"Well, Chandler and I used to make out! A lot!",10,11
ross,You did?,10,11
missy,Yeah. We'd go to the science lab after hours!,10,11
ross,AND ON MY TURF?,10,11
monica,"Hey, where is this guy, it's been over an hour!",10,11
rachel,"Well, he's coming from Jersey, he said he would get here as fast as he could!",10,11
monica,Who is it?,10,11
man,It's the police!,10,11
rachel,Uh! The police!,10,11
phoebe,Oh!,10,11
man,"that is right, it's officer Goodbody.",10,11
monica,"What's the matter, officer? Has someone been bad?",10,11
"roy, the male stripper","Whoo, that is a lot of stairs!",10,11
roy,"Ooh, boy. You should warn people there's no elevator! I should not have had that Mexican food for lunch.",10,11
monica,"Are you going to be ok, officer, uhm,...",10,11
roy,Goodbody!,10,11
monica,...If-you-say-so.,10,11
roy,So where's the young lady who I'm supposed to take  downtown!,10,11
phoebe,"Oh, God!",10,11
roy,"All right, somebody show me where to plug in my box, and we'll get this party started!  Whaaaa...  Here? All right.",10,11
phoebe,Rachel?,10,11
rachel,Yeah?,10,11
phoebe,Are you kidding?,10,11
rachel,"All right, look, we did not know that you wanted a stripper so we went to the phonebook and we got the first name we could find!",10,11
phoebe,How old is your phonebook?,10,11
monica,"Oh my God, this man is going to get naked in my apartment!",10,11
phoebe,"Oh God no, I don't want to see him take his clothes off!",10,11
roy,Are you talking about me?,10,11
monica,"Oh, no! I mean, obviously we want to see you take your clothes off! You big piece of eye candy!",10,11
roy,"Ok, ok, ladies! Can I have your attention, please?  Did someone call for the long arm of the law?  I should warn you, I have a concealed weapon!  I hope you are familiar with the States penal code, ok, ok, enough teasing. Now for some pleasing!",10,11
roy,"Whoa, whoa, whoa . She cringed!",10,11
phoebe,This is how I look when I'm turned on!,10,11
roy,"You were talking about me before! Look, I don't need this! I'm out of here! Where's my hat?  Look, I've been in this business for a long time!",10,11
phoebe,Shocking!,10,11
roy,"Now if you just pay me my three hundred dollars, I'll be on my way!",10,11
phoebe,"Three hundred dollars, are you kidding?",10,11
rachel,"No, that is ok, let's me just get my check book!",10,11
phoebe,"No, you are not going to pay him, he didn't do anything!",10,11
roy,Didn't do anything? I took a bus all the way from Hoboken. I climbed ... I don't know... like a billion stairs... It's not like I can take them two at a time!,10,11
phoebe,I don't care. We're not paying you 300 dollars for this.,10,11
roy,"Well, look - it's not my fault if you are too uptight to appreciate the male form in all it's glory.",10,11
phoebe,"Oh yeah, okay. I'm uptight. Yeah, that is why I don't want to watch a middle aged guy dance around in what I can only assume is a child Halloween costume!",10,11
roy,"I may have borrowed this from my nephew, but let me assure you, what's underneath ... is all man.",10,11
phoebe,"I'm sorry, did you say all man or old man?",10,11
roy,"Oh, you are mean!",10,11
monica,"Uh, look, officer... uhm Sir...",10,11
roy,Damnit. OH!  Big surprise! The hunk of beef has feelings!,10,11
donny,"Ok Henrietta, you've picked Jack and Jill went up the hill.",10,11
joey,My friend Rachel has a kid. I totally know nursery rhymes!,10,11
donny,Joey describe these things associated with the United States congress.  Give me 20 seconds on the clock please. Ready? Go!,10,11
joey,"Oh, .. uh... uh... pass.",10,11
henrietta,Uvula!,10,11
joey,"Oh, then pass.",10,11
donny,"O-kay... Henrietta, you didn't get all the points you needed, so that means Gene, you are going to the winners circle to try for ten thousand dollars!  And you are going to be going there with Joey Tribbiani",10,11
ross,"You made out with Missy Goldberg. How could you do that, after you promised me?",10,11
chandler,Excuse me. . That didn't make us sound gay at all!,10,11
ross,You broke the pact!,10,11
chandler,"Ross, that was 16 years ago!",10,11
ross,That doesn't matter! We're talking about the foundation of our friendship.,10,11
chandler,"I believe the foundation of our friendship was unfortunate hair.  All right, look, if we're really going to do this... it's not like you never broke one of the pacts.",10,11
ross,I didn't.,10,11
chandler,Oh really?,10,11
ross,No.,10,11
chandler,Oh really!?,10,11
ross,NO!,10,11
chandler,ADRIENNE TURNER!!,10,11
adrienne,Yes?,10,11
chandler,Hey! Hey Adrienne.,10,11
ross,I never did anything with Adrienne Turner.,10,11
chandler,"Oh please, and you knew how much I liked her.",10,11
ross,I don't know what... you are talking about.,10,11
chandler,Really?,10,11
monica,I can't believe we are at a real college party!  I have to pee so bad!,10,11
rachel,This is so awesome! College guys are so cute!,10,11
monica,"Hey, you've got a boyfriend!",10,11
rachel,"I know. But if some guy who looks like Corey Haim wants to kiss me tonight, I'm so going to let them!",10,11
monica,"Look, there's Chandler. You knew, that stupid friend of Ross'. Said I'm fat. You know I've already lost 4 pounds!",10,11
rachel,It... You can so totally tell.,10,11
monica,I KNOW!,10,11
rachel,"Well lets see. Maybe he knows where Ross is.  Hey, how's it going .",10,11
chandler,Aren't you...?,10,11
rachel,"Yeah, Rachel. And this  is Ross' sister, Monica. We met at Thanksgiving. .",10,11
chandler,Right.  So how're you doing?,10,11
rachel,Bitchin',10,11
chandler,Hi Monica.,10,11
monica,Hi Chandler. It's really nice to see you  NOT.,10,11
chandler,O-kay. I'll see if I can find Ross.,10,11
monica,Oh my God Rach. Bean bag chairs.,10,11
rachel,Oh.,10,11
monica,Do NOT let me sit in one of those. We'll be here for days.,10,11
ross,"Listen Adrienne, you can't tell Chandler about this.",10,11
adrienne,"Oh believe me, Ross, I won't be telling anybody about this.",10,11
ross,Cool!,10,11
ross,I didn't know you knew about that.,10,11
chandler,"Well, I did and it hurt.  that is when I wrote the song",10,11
ross,Man... I... I'm sorry.,10,11
chandler,Look  it was a lo-o-ong time ago.,10,11
ross,"So, eh. I made out with Adrienne and you made out with Missy. Well I guess we're even.",10,11
chandler,Hmm mmmhm..,10,11
ross,"We are even, right?",10,11
chandler,"Just one more thing. I was so pissed at you that night that I wanted to get back at you. So I thought, who does Ross like the more than anybody?",10,11
ross,What did you do to my mom?,10,11
chandler,Not her!,10,11
rachel,I am so drunk.,10,11
monica,that is weird. I've had the same number of beers as you and I don't feel anything at all.,10,11
chandler,Soo... you girls having fun?,10,11
monica,"For your information, ass munch, I've lost four pounds. Maybe even five with all the dancing.",10,11
pizza guy,SOMEBODY ORDER A PIZZA?,10,11
monica,Oh THATS ME!,10,11
rachel,I am so not going to do good on my SATs tomorrow.,10,11
chandler,Well maybe if you go to school here next year we can totally hang out.,10,11
rachel,Oh yeah. There is a plan! Why don't I just start taking my smart pills now?,10,11
chandler,"Well, maybe you can get in on a beauty scholarship.",10,11
rachel,"Oh, what a line.",10,11
chandler,So where are you applying to?,10,11
rachel,"Oh well, You know, I think it's kind of really important that I go somewhere where there's sun, so I'm sort of...   Hey!",10,11
chandler,I'm in college and I'm in a band.,10,11
rachel,Yeah okay.,10,11
roy,What's the matter? You never saw a 50 year old stripper cry before?,10,11
phoebe,"You know, it's fine. We'll pay you.",10,11
roy,"No, no, you are right. Who am I kidding? I should have hung up that breakaway jockstrap years ago. What am I going to do? I mean, this has been my life for thirty two years. Taking my clothes off in front of people is all I know.",10,11
rachel,"No, wait. No there's got to be something else that you can do. I mean, what skills do you have?",10,11
roy,I don't know... I can make my pecs dance... I can pick up a dollar bill with my butt cheeks... I can go to that special place inside me where I feel no shame.,10,11
rachel,So maybe something in an office.,10,11
phoebe,"Or you could teach stripping. You know, share your gift, pass the torch.",10,11
roy,"You know, actually that is not a bad idea. I can do it out of my apartment. I don't think my mom would mind.",10,11
phoebe,"There you go. Okay, do you think you are going to be okay?",10,11
roy,"Yeah, yeah, yeah... This is so weird. I mean, you never know when it's going to be your last dance. And I didn't even get a chance to finish it.",10,11
phoebe,Finish it!,10,11
roy,What?,10,11
phoebe,Your last dance. Do it for us.,10,11
roy,Really?,10,11
rachel,Really?,10,11
phoebe,"Yeah, yeah. He deserves to do the thing he loves one last time.",10,11
roy,"Okay, all right... Get ready ladies!",10,11
phoebe,Oh this is so ho-o-ot!,10,11
phoebe,"Oh no, no, no, don't stop!",10,11
roy,Have to...,10,11
donny,"Well, welcome to the Winner Circle. Joey and Gene, you guys ready?",10,11
joey,Yeah...,10,11
gene,Sure.,10,11
donny,"Okay. Give me sixty seconds on the clock please... Ready, GO!",10,11
gene,"Oak, maple, elm, birch...",10,11
joey,I-I-I don't know. Types of trees?,10,11
gene,"Uhm... Buenos dias, enchilada, por favour...",10,11
joey,"Oh, I'm so sorry. I don't know any Spanish words.",10,11
gene,"A match, a candle...",10,11
joey,"Things that go ""tssst"" when you put them out.",10,11
gene,"A torch, a bonfire...  uhm, your pee...",10,11
joey,Things that burn.,10,11
gene,"""I'd like to go for a walk"", uhm ""scratch my belly"".",10,11
joey,"Dude, dude! I think you are losing it.",10,11
gene,"Uhm, ""I have fur"", ""I like to bark"".",10,11
joey,"Oh, oh, oh... What a dog says.",10,11
gene,Pepperoni...,10,11
joey,"Pizza toppings, next!",10,11
gene,"Cindy Crawford, Christie Brinkley, Heidi Klum, Claudia Schiffer...",10,11
joey,"Oh, oh, oh...",10,11
gene,"Christie Turlington, Kate Moss...",10,11
joey,Girls Chandler could never get?,10,11
gene,Supermodels!,10,11
joey,Where?,10,11
ross,"Hey, where's Rachel?",10,11
monica,She and Phoebe took the stripper to the hospital.,10,11
ross,Did you know Chandler kissed Rachel?,10,11
monica,What? When was this?,10,11
ross,Nineteen Eighty Seven. The weekend you guys visited me at school.,10,11
monica,Oh my God! that is wild!,10,11
chandler,"Yeah, but it was like a million years ago, so it doesn't matter.",10,11
ross,"Well, it matters to me.",10,11
chandler,Why?,10,11
ross,Because... the night you kissed Rachel was the night I kissed Rachel for the very first time.,10,11
chandler,You kissed her that night too?,10,11
monica,"Two guys in one night? Wow, I thought she became a slut after she got her nose fixed.",10,11
chandler,"Seriously, where did this happen?",10,11
ross,"Okay, after you told me she was passed out in our room, I went in there to make sure she was all right. She was lying on my bed, all buried in peoples coats. Well, I went to kiss her on the forehead, you know. But it was so dark, I accidentally got her lips. I started to pull away, but then I felt her start to kiss me back. It was only for a second, but... it was amazing. And now, now I find out that you kissed her first.",10,11
chandler,Oh wait... What bed did you say she was on?,10,11
ross,Mine.,10,11
chandler,I'm pretty sure I put her on my bed.,10,11
ross,"No, she was definitely on my bed.",10,11
chandler,"Why would I kiss a girl, and then put her on your bed?",10,11
ross,"Well, then who was on my bed?",10,11
monica,"OH! Oh, oh!",10,11
ross,"NO! No, no!",10,11
monica,YES!,10,11
ross,You were under the pile of coats?,10,11
monica,I was the pile of coats!,10,11
ross,OH MY GOD!,10,11
monica,You were my Midnight Mystery Kisser?,10,11
ross,You were my first kiss with Rachel?,10,11
monica,You were my first kiss ever?,10,11
chandler,What did I marry into?,10,11
monica,"Oh, crap!",10,11
phoebe,"Oh, hey Joey.",10,12
joey,"Uh, hey.",10,12
phoebe,"Listen, I need to ask you something. Ok, you know how my step dad's in prison.",10,12
joey,Yeah.,10,12
phoebe,"Yeah. Well, uhm... listen he was supposed to get a weekend furlough, so he'd come to the wedding tomorrow, but he just called and... uhm... well, apparently stabbing Iceman in the exercise yard just couldn't wait till Monday.",10,12
joey,So he can't come?,10,12
phoebe,"No, and so there's no one to walk me down the aisle and... well, I would just really love it if you would do it.",10,12
joey,Seriously?,10,12
phoebe,"Yeah, you've... you know, sort of been like a dad to me. I mean, you've always, you know, looked out for me and shared your wisdom...",10,12
joey,I am pretty wisdomous.,10,12
phoebe,So... what do you say?,10,12
joey,"Are you kidding? Phoebe, I would be honoured.",10,12
phoebe,"Oh, thank you. I hope... I hope you know how much you mean to me.",10,12
joey,"Listen, I hope... that you know...  I don't want you to see your father cry, GO TO YOUR ROOM!",10,12
joey,"Oh no, no, no, let your dad get this.",10,12
phoebe,"Oh, it's my wedding planner. She's driving me crazy!  Hello... Hey, ok, stop screaming! Ok? So, halibut. All right, so salmon, either way. I don't-I don't... it doesn't matter to me!",10,12
monica,"Well, it matters to me!",10,12
phoebe,"Well, I don't care, so you pick!",10,12
monica,"Did you just hung up on me?  All right, look, I need you at the rehearsal dinner tonight at 1800 hours.",10,12
phoebe,Uh-uh. Ok. What time is that.,10,12
monica,You don't know military time?,10,12
phoebe,"Why, I must have been in missile training the day they taught that.",10,12
monica,Just subtract twelve.,10,12
phoebe,"Ok, so... 1800 minus twelve is... one thousand, seven hundred and...",10,12
monica,Six o'clock!,10,12
phoebe,Ok.,10,12
monica,"Ok. Hold on.  Geller here! No! I said it has to be there by 4 o'clock. Goodbye.  Oh, how hard it is to make an ice sculpture?",10,12
phoebe,Ice sculpture? That sounds really fancy! I told you I just want a simple wedding.,10,12
monica,"Please... honey, leave the details to me. Now I want to make this day as special for you as I can. Now, ok, I was thinking that the harpist should wear white.",10,12
phoebe,What harpist? My friend Marjorie is playing the steel drums.,10,12
monica,Ooh... she backed out.,10,12
phoebe,She did? Why?,10,12
monica,"I made her.  Steel drums don't really say ""elegant wedding"". Nor does Marjorie's overwhelming scent.",10,12
phoebe,Hey! She will shower when Tibet is free.,10,12
chandler,Hey!,10,12
phoebe,Hey!,10,12
chandler,"You look great. I'm so glad we're having this rehearsal dinner, you know, I so rarely get to practice my meals before I eat them.",10,12
phoebe,"Okay, what did we say was your one gift to us?",10,12
chandler,No stupid jokes. I thought that was for the actual wedding.,10,12
phoebe,Rehearse it!,10,12
ross,Hi!,10,12
mike,Thanks for coming you guys.,10,12
ross,"Oh,  hey, oh... I... I was-I was going for a hand shake.",10,12
mike,Is that why your hand is pressed against my crotch?,10,12
ross,That is why!,10,12
mike,Yeah.,10,12
phoebe,So Rach.,10,12
rachel,Yeah.,10,12
phoebe,Where is Emma?,10,12
rachel,"Oh, Monica made me send her to my mother's. Apparently babies and weddings don't mix.",10,12
monica,"Are you still crying about your damn baby? Pheebs, you got to keep the line moving, remember, 20 seconds per person. Your see these clowns all the time!",10,12
joey,"Hey, you are Mike's parents, right?",10,12
mike's mother,"Yes, we are.",10,12
joey,"Ah, our little ones are growing up fast, uh?",10,12
mike's father,How's that?,10,12
joey,"You know, on the one hand you are happy for them, but on the other hand it's hard to let go.",10,12
mike's father,Who in God's name are you?,10,12
joey,"Hey, I'm not that fond of you either, ok buddy? But I'm just trying to be nice for the kids!",10,12
chandler,You know what I just realized? We have no idea what we're doing in the wedding tomorrow.,10,12
ross,"Yeah, I thought we'd be groomsmen, but wouldn't they have asked us by now? When did they ask you to be their bridesmaid?",10,12
rachel,Uh... November?,10,12
ross,I want to say it's not looking good.,10,12
rachel,Hey Pheebs...,10,12
phoebe,What's up?,10,12
rachel,Uhm... you haven't told these guys what they're doing in the wedding yet.,10,12
chandler,Heh.,10,12
phoebe,"Uhm... well, they're not in the wedding.",10,12
ross,What?,10,12
rachel,"Well, this is really awkward  Oh, and I can leave!",10,12
phoebe,"I'm sorry you guys but, you know, Mike's got his brother and his friends from school so... you know, you were-you were... if it helps you, you were next in line, you just-you just missed the cut.",10,12
ross,"Oh, man!",10,12
chandler,This is like figure skating team all over again.  I mean synchronized swimming.  I mean- I mean the balance beam.  Help me!,10,12
ross,FOOTBALL!,10,12
chandler,Thank you.,10,12
monica,"Pheebs, spit that out, that has pork in it.",10,12
phoebe,Oh! I though the pot stickers were supposed to be vegetarian!,10,12
monica,"Yeah, I changed them. I-I sent you a fax about it!",10,12
phoebe,I don't have a fax machine.,10,12
monica,"Ah, well then there are going to be a few surprises!",10,12
ross,I can't believe we're going to be the only people that aren't in this wedding.,10,12
chandler,"I know, I hate being left out of things.",10,12
ross,And it's a wedding! It'd be weird if I'm not in it...,10,12
mike,"Hey guys, how is it going?",10,12
chandler,Fine. We're just sitting here. Alone. Doing nothing. It's our rehearsal for tomorrow.,10,12
mike,"Yeah look, about tomorrow, I... I've got a question for you. I just found out that one of my groomsmen had had an emergency and can't make it.",10,12
chandler,What happened?,10,12
ross,"Who cares, AND?",10,12
mike,"...and I was wondering if... you know, maybe one of you guys...",10,12
ross,I'll do it!,10,12
chandler,M-Me-me-me!,10,12
mike,You both want to do it? Uhm... there's only room for one.,10,12
chandler,"Pick me, I look great in a tux and I will not steal focus.",10,12
ross,"No, Mike, no, no. You want to pick me, I mean... watch!  Huh?",10,12
mike,"You know, I really don't feel very comfortable making this decision. You know, Phoebe knows you better, I'm going to let her choose.",10,12
ross,"Well, if Phoebe's choosing, then say hello to Mike's next groomsman.",10,12
chandler,"Oh, I will. But I will need a mirror... as he is me!",10,12
ross,"Please, you are going down!",10,12
chandler,You are going downer!,10,12
ross,Is that what they say on the Figure Skating Team?,10,12
chandler,"I wouldn't know, I didn't make it!",10,12
joey,"So, you know I'm filling in for Phoebe's step dad, tomorrow, right?",10,12
mike,"Yeah, yeah. Hey, thanks for doing that.",10,12
joey,"Oh, hey, my pleasure.  So what are your intentions with my Phoebe?",10,12
mike,I intend to marry her.,10,12
joey,"Oh, a wiseacre. . No, no, no, I understand you plan to support your wife by playing the piano? Isn't that kind of unstable?",10,12
mike,No more so than acting.,10,12
joey,Strike two!,10,12
mike,"you are right. She probably will support me. Hey, unless we move in with you, dad?",10,12
joey,"Strike three! You only get one more, Mike!",10,12
ross,"So, what did you decide?",10,12
phoebe,I decided to pee.,10,12
chandler,Mike didn't tell you? You have to chose one of us to be in your wedding. One of his groomsmen fell out.,10,12
phoebe,"Oh no, no. I can't choose between you two! I love you both so much!",10,12
chandler,Just not enough to put us in the original wedding party.,10,12
phoebe,"Oh, I don't want to choose! It's . Oh okay, wait. Rach! Listen I have a very special bridesmaid task for you today.",10,12
rachel,"Goody, what is it!",10,12
phoebe,"Well, there's a spot open for only one groomsman and you have to choose between Ross and Chandler. So good luck with that.",10,12
rachel,"What, what, what, no, I don't want to do that.",10,12
phoebe,"All right, I guess I'll have to find a new bridesmaid.",10,12
ross,I'll do it!,10,12
monica,"Ok, it's 2100 hours.  Time for your toast.",10,12
mike,Do I have a minute to go to the bathroom?,10,12
monica,"You had a bathroom break at 2030. Pee on your own time, Mike! . Now, in regard to the toast, okay, you want to keep them short, nothing kills a rehearsal dinner like long speeches. Okay. You just get in, do your thing and get out!",10,12
mike,Is that what you say to Chandler?,10,12
monica,"It's 2101 and I am not amused. . Ok, the bride and groom have a few words they'd like to say.",10,12
phoebe,"Ok. Hello everyone and thank you all for being here tonight. So tomorrow's the big event and some of you might not know, but Mike and I didn't get off to the best start. . My friend Joey and I decided to fix each other up with friends so I, I...  oh I... hum... I gave it a lot of thought and I fixed him up with my friend Mary Ellen who couldn't be here tonight because...  it's not important... she is in rehab. Anyway, so, ok, Joey said that he was fixing me up with his friend Mike, only he didn't have a friend Mike so he just brought, uhm, my Mike and, and  but despite, you know... it got... it got good. Ok, I want to take a moment to mention my mother, who couldn't be here...",10,12
monica,oh God.,10,12
phoebe,"And... moment's over!  So, ok, uh, I can forget that. I can forget that and uhm...  Oh this is funny! Oh, but you need to know that to... that, to... Oh, ok, well, uhm, I . Ok, ok, I, ok, I.... MONICA I CAN'T DO IT LIKE THIS! THIS IS MY WEDDING! OKAY, I DON'T WANT THIS  OR THIS  OR THIS  OK? I JUST WANTED A SIMPLE WEDDING! WHERE MY FIANCEE CAN GO TO THE BATHROOM ANYTIME HE WANTS!  You know what? you are done.",10,12
monica,What?,10,12
phoebe,you are FIRED!   Cheers!,10,12
phoebe,Hey!,10,12
rachel,Happy wedding day!,10,12
phoebe,"Oh, happy my wedding day to you!",10,12
rachel,"Ok-dokey, Joey, listen. This is going to be bridesmaid central, all right? We're going to have hair and make-up going on in the bathroom and oh, I had to move a couple of things in the fridge to make room for the corsages.",10,12
joey,"Oh, man! I wouldn't have had breakfast if I knew there was going to be corsages!",10,12
monica,"Hi. About last night... I know you are under a lot of stress and even though the things you said hurt me a little bit... My point is, uh, well, I'm willing to take my job back.",10,12
phoebe,"Oh, well that is ok. I think you and I will do much better if you are just... here as a bridesmaid.",10,12
monica,"Oh, is that so? Ok. If that is really what you want, then here... I give you the headset. Well, I don't really want to give you the headset. Well I guess if you are taking over, you should probably return these messages.",10,12
phoebe,"Wow, this is a lot!",10,12
monica,"Uh-huh, but I'm sure you can handle this. I mean, I have won awards for my organizational skills, but, uh, I'm sure you'll do fine.",10,12
phoebe,You won awards?,10,12
monica,Mm-mh. I printed them out on my computer.,10,12
ross,Hey!,10,12
monica,Hi.,10,12
ross,Where's Rach?,10,12
monica,"She's in her room, why?",10,12
ross,"I have to talk to her about this groomsman situation, ok? I'm not going to watch Chandler up there while I'm sitting in the seats like some chump! .  Oh! My God! you are breath taking!",10,12
rachel,What d'you want?,10,12
ross,"You haven't by any chance chosen a groomsman yet, have you?",10,12
rachel,"Oh, Ross, c'mon, please! Don't make this harder than it already is!",10,12
ross,I'm not! I'm making it easier! Pick me!,10,12
rachel,"Well, Chandler said that it's really important to him too!",10,12
ross,"Listen, listen. Whoever you pick is going to walk down the aisle with you! Now, I promise I won't say a word, but if you pick Chandler he's going to be whispering stupid jokes in your ear the whole time!",10,12
rachel,"Oh, you are the lesser of two evils!",10,12
ross,"YES, YES!",10,12
phoebe,Sven I don't understand what you are saying! What is wrong with the flowers? Lorkins? What the hell are lorkins?,10,12
monica,I know.,10,12
mike,Hey.,10,12
phoebe,"Listen, Mike, if you were Swedish and you were saying the word ""lorkins"" what flowers would that be?",10,12
mike,Orchids?,10,12
phoebe,Right there! that is why I'm marrying you!,10,12
joey,Hello Michael.,10,12
mike,Joseph.,10,12
joey,"May I have a word with you, please?",10,12
mike,This is... great...,10,12
joey,"Have a seat.  Last night, I tried to welcome you into my family... and instead, you disrespect me...  I cannot allow this.",10,12
mike,Are you rehearsing for some really bad mafia movie?,10,12
joey,"More back talk. And yes, I may be borrowing a few lines from my recent unsuccessful audition for ""Family Honor 2",10,12
mike,"Joey, I kind of have a lot to do today, what do you want?",10,12
joey,"I want you to take this seriously! Phoebe is very very important to me, ok? And I want to make sure that you are going to take care of her.",10,12
mike,"Joe, I love Phoebe. She's the single most important thing in my life. I'd die before I let anything happen to her.",10,12
joey,"that is what I wanted to hear! Because she's family, ok, and now you are going to be family, and there is nothing more important in the whole world, than family.",10,12
mike,That must have been one lousy movie.,10,12
joey,That was ME!,10,12
rachel,Hi,10,12
chandler,"Hey, can I talk to you about this groomsman thing? If you pick Ross, he'll walk you down the isle just fine. But if you choose me, you'll be getting some comedy!",10,12
rachel,"Even so, I think I'm going to pick Ross.",10,12
